city,state,lat,lng
Laveen,AZ,33.362820,-112.169320
LeChee,AZ,35.032240,-110.752910
Linden,AZ,34.285040,-110.157060
Litchfield Park,AZ,33.493370,-112.357940
Lukachukai,AZ,36.416950,-109.228710
Mammoth,AZ,32.722570,-110.640650
Many Farms,AZ,36.352780,-109.617890
Marana,AZ,32.436740,-111.225380
Maricopa,AZ,33.058110,-112.047640
Maryvale,AZ,33.501990,-112.177650
Mayer,AZ,34.397810,-112.236270
Meadview,AZ,36.002210,-114.068290
Mesa,AZ,33.422270,-111.822640
Mescal,AZ,31.990080,-110.435350
Miami,AZ,33.399220,-110.868720
Mohave Valley,AZ,34.933060,-114.588850
Morenci,AZ,33.052000,-109.328000
Mountainaire,AZ,35.085290,-111.665990
Naco,AZ,31.335380,-109.948130
New Kingman-Butler,AZ,35.265040,-114.032260
New River,AZ,33.915870,-112.135990
Nogales,AZ,31.340380,-110.934250
North Fork,AZ,34.001670,-109.963550
Oracle,AZ,32.610910,-110.770930
Oro Valley,AZ,32.390910,-110.966490
Page,AZ,36.914720,-111.455830
Paradise Valley,AZ,33.531150,-111.942650
Parker,AZ,34.150020,-114.289120
Parks,AZ,35.260570,-111.948770
Paulden,AZ,34.885580,-112.468230
Payson,AZ,34.230870,-111.325140
Peach Springs,AZ,35.529160,-113.425490
Peoria,AZ,33.580600,-112.237380
Peridot,AZ,33.310340,-110.455380
Phoenix,AZ,33.448380,-112.074040
Picture Rocks,AZ,32.345910,-111.246210
Pima,AZ,32.896560,-109.828350
Pine,AZ,34.384470,-111.455140
Pinetop-Lakeside,AZ,34.142540,-109.960380
Pirtleville,AZ,31.357160,-109.563520
Prescott,AZ,34.540020,-112.468500
Prescott Valley,AZ,34.610020,-112.315720
Quartzsite,AZ,33.663910,-114.229950
Queen Creek,AZ,33.248660,-111.634300
Rio Rico,AZ,31.471480,-110.976480
Rio Verde,AZ,33.722540,-111.675690
Sacaton,AZ,33.076720,-111.739300
Saddlebrooke,AZ,32.539450,-110.900570
Safford,AZ,32.833950,-109.707580
Sahuarita,AZ,31.957580,-110.955650
Saint David,AZ,31.904250,-110.214240
Saint Johns,AZ,34.505870,-109.360930
Saint Michaels,AZ,35.644740,-109.095650
Salome,AZ,33.781140,-113.614650
San Carlos,AZ,33.345880,-111.850700
San Luis,AZ,32.487000,-114.782180
San Manuel,AZ,32.599790,-110.630930
San Tan Valley,AZ,33.191100,-111.528000
Scenic,AZ,36.793590,-114.012750
Scottsdale,AZ,33.509210,-111.899030
Sedona,AZ,34.869740,-111.760990
Sells,AZ,31.912020,-111.881230
Show Low,AZ,34.254210,-110.029830
Sierra Vista,AZ,31.554540,-110.303690
Sierra Vista Southeast,AZ,31.453850,-110.216370
Six Shooter Canyon,AZ,33.366780,-110.774600
Snowflake,AZ,34.513370,-110.078450
Somerton,AZ,32.596440,-114.709680
South Tucson,AZ,32.199520,-110.968420
Spring Valley,AZ,34.345030,-112.159050
Springerville,AZ,34.133550,-109.288340
Star Valley,AZ,34.255040,-111.258470
Summit,AZ,32.067020,-110.951480
Sun City,AZ,33.597540,-112.271820
Sun City West,AZ,33.661980,-112.341270
Sun Lakes,AZ,33.211160,-111.875420
Sun Valley,AZ,34.254200,-111.261250
Superior,AZ,33.293950,-111.096230
Surprise,AZ,33.630590,-112.333220
Swift Trail Junction,AZ,32.729790,-109.713970
Tanque Verde,AZ,32.251740,-110.737310
Taylor,AZ,34.465040,-110.091230
Tempe,AZ,33.414770,-111.909310
Tempe Junction,AZ,33.414210,-111.943480
Thatcher,AZ,32.849230,-109.759250
Three Points,AZ,32.076750,-111.313710
Tolleson,AZ,33.450040,-112.259320
Tombstone,AZ,31.712870,-110.067580
Tonto Basin,AZ,33.831710,-111.294570
Tortolita,AZ,32.410350,-111.017320
Tsaile,AZ,36.303300,-109.215660
Tuba City,AZ,36.134990,-111.239860
Tubac,AZ,31.612590,-111.045920
Tucson,AZ,32.221740,-110.926480
Tucson Estates,AZ,32.187580,-111.090930
Vail,AZ,32.047860,-110.712030
Valencia West,AZ,32.132380,-111.114140
Valle Vista,AZ,35.410880,-113.862710
Verde Village,AZ,34.710500,-112.011520
Village of Oak Creek (Big Park),AZ,34.780900,-111.762270
Wellton,AZ,32.672830,-114.146880
West Sedona,AZ,34.867240,-111.805430
Whetstone,AZ,31.692510,-110.350130
White Mountain Lake,AZ,34.348650,-109.997890
Whiteriver,AZ,33.836990,-109.964270
Wickenburg,AZ,33.968640,-112.729620
Willcox,AZ,32.252850,-109.832010
Williams,AZ,35.249460,-112.191000
Williamson,AZ,34.690020,-112.541010
Willow Valley,AZ,34.911950,-114.606630
Window Rock,AZ,35.680570,-109.052590
Winslow,AZ,35.024190,-110.697360
Youngtown,AZ,33.593930,-112.302940
Yuma,AZ,32.725320,-114.624400
Acalanes Ridge,CA,37.904720,-122.078570
Acton,CA,34.469990,-118.196740
Adelanto,CA,34.582770,-117.409220
Agoura,CA,34.143060,-118.737870
Agoura Hills,CA,34.136390,-118.774530
Agua Caliente,CA,38.324080,-122.488040
Agua Dulce,CA,34.496380,-118.325630
Aguanga,CA,33.442810,-116.865020
Ahwahnee,CA,37.365500,-119.726270
Alameda,CA,37.770990,-122.260870
Alamo,CA,37.850200,-122.032180
Albany,CA,37.886870,-122.297750
Alhambra,CA,34.095290,-118.127010
Aliso Viejo,CA,33.565040,-117.727120
Allendale,CA,38.444630,-121.943020
Alondra Park,CA,33.889460,-118.330910
Alpaugh,CA,35.887730,-119.487340
Alpine,CA,32.835050,-116.766410
Alta Sierra,CA,35.731260,-118.553900
Altadena,CA,34.189730,-118.131180
Alturas,CA,41.487140,-120.543490
Alum Rock,CA,37.366050,-121.827180
American Canyon,CA,38.174920,-122.260800
Amesti,CA,36.963560,-121.779120
Anaheim,CA,33.835290,-117.914500
Anderson,CA,40.448210,-122.297780
Angels Camp,CA,38.068260,-120.539650
Angwin,CA,38.575740,-122.449980
Antelope,CA,38.708240,-121.329950
Antioch,CA,38.004920,-121.805790
Anza,CA,33.555030,-116.673630
Apple Valley,CA,34.500830,-117.185880
Aptos,CA,36.977170,-121.899400
Aptos Hills-Larkin Valley,CA,36.960640,-121.834040
Arbuckle,CA,39.017400,-122.057750
Arcadia,CA,34.139730,-118.035340
Arcata,CA,40.866520,-124.082840
Arden-Arcade,CA,38.602500,-121.378540
Armona,CA,36.315780,-119.708460
Arnold,CA,38.255470,-120.351030
Aromas,CA,36.888560,-121.643000
Arroyo Grande,CA,35.118590,-120.590730
Artesia,CA,33.865850,-118.083120
Arvin,CA,35.209130,-118.828430
Ashland,CA,37.694650,-122.113850
Atascadero,CA,35.489420,-120.670730
Atherton,CA,37.461330,-122.197740
Atwater,CA,37.347720,-120.609080
Atwater Village,CA,34.116400,-118.256460
Auberry,CA,37.080780,-119.485410
Auburn,CA,38.896570,-121.076890
Auburn Lake Trails,CA,38.914340,-120.952440
August,CA,37.978810,-121.262170
Avalon,CA,33.342810,-118.327850
Avenal,CA,36.004120,-120.129030
Avila Beach,CA,35.179980,-120.731840
Avocado Heights,CA,34.036120,-117.991180
Azusa,CA,34.133620,-117.907560
Bakersfield,CA,35.373290,-119.018710
Baldwin Park,CA,34.085290,-117.960900
Banning,CA,33.925570,-116.876410
Barstow,CA,34.898590,-117.022820
Barstow Heights,CA,34.869710,-117.056150
Bay Point,CA,38.029090,-121.961630
Bayside,CA,40.842350,-124.063670
Bayview,CA,40.772630,-124.183950
Bayview-Hunters Point,CA,37.728550,-122.381070
Beale Air Force Base,CA,39.109170,-121.354440
Bear Valley Springs,CA,35.159130,-118.628420
Beaumont,CA,33.929460,-116.977250
Bel Air,CA,34.083340,-118.448690
Bell,CA,33.977510,-118.187020
Bell Gardens,CA,33.965290,-118.151460
Bella Vista,CA,40.640710,-122.232500
Bellflower,CA,33.881680,-118.117010
Belmont,CA,37.520210,-122.275800
Belvedere,CA,37.872700,-122.464420
Ben Lomond,CA,37.089110,-122.086350
Benicia,CA,38.049370,-122.158580
Berkeley,CA,37.871590,-122.272750
Bermuda Dunes,CA,33.742800,-116.289180
Berry Creek,CA,39.645160,-121.403300
Bertsch-Oceanview,CA,41.752500,-124.158750
Bethel Island,CA,38.014920,-121.640510
Beverly Hills,CA,34.073620,-118.400360
Big Bear City,CA,34.261120,-116.845030
Big Bear Lake,CA,34.243900,-116.911420
Big Pine,CA,37.164930,-118.289550
Big River,CA,34.140020,-114.361340
Biggs,CA,39.412390,-121.712750
Biola,CA,36.802170,-120.016270
Bishop,CA,37.363540,-118.395110
Black Point-Green Point,CA,38.115470,-122.513180
Blackhawk,CA,37.820760,-121.907740
Bloomington,CA,34.070290,-117.395880
Blue Lake,CA,40.882910,-123.983950
Blythe,CA,33.610300,-114.596350
Bodega Bay,CA,38.333250,-123.048060
Bodfish,CA,35.588010,-118.492030
Bolinas,CA,37.909370,-122.686370
Bonadelle Ranchos-Madera Ranchos,CA,36.984670,-119.874630
Bonita,CA,32.657830,-117.030030
Bonny Doon,CA,37.041620,-122.150520
Bonsall,CA,33.288920,-117.225590
Boonville,CA,39.009070,-123.366120
Boron,CA,34.999420,-117.649780
Boronda,CA,36.698850,-121.674950
Borrego Springs,CA,33.255870,-116.375010
Bostonia,CA,32.807550,-116.936420
Boulder Creek,CA,37.126060,-122.122190
Boyes Hot Springs,CA,38.313800,-122.481930
Boyle Heights,CA,34.033900,-118.205350
Bradbury,CA,34.146950,-117.970900
Brawley,CA,32.978660,-115.530270
Brea,CA,33.916680,-117.900060
Brentwood,CA,37.931870,-121.695790
Bret Harte,CA,37.602070,-121.005190
Bridgeport,CA,38.255750,-119.231270
Brisbane,CA,37.680770,-122.399970
Broadmoor,CA,37.686600,-122.482750
Brookdale,CA,37.106340,-122.106080
Brooktrails,CA,39.443770,-123.385290
Buckhorn,CA,38.452160,-120.528540
Buellton,CA,34.613600,-120.192650
Buena Park,CA,33.867510,-117.998120
Buena Vista,CA,37.321330,-121.916620
Burbank,CA,34.180840,-118.308970
Burlingame,CA,37.584100,-122.366080
Burney,CA,40.882380,-121.660820
Buttonwillow,CA,35.400520,-119.469560
Byron,CA,37.867150,-121.638010
Bystrom,CA,37.620760,-120.985770
Cabazon,CA,33.917520,-116.787240
Calabasas,CA,34.157780,-118.638420
Calexico,CA,32.678950,-115.498880
California City,CA,35.125800,-117.985900
Calimesa,CA,34.003900,-117.061980
Calipatria,CA,33.125600,-115.514150
Calistoga,CA,38.578800,-122.579710
Callender,CA,35.053030,-120.596280
Camarillo,CA,34.216390,-119.037600
Cambria,CA,35.564140,-121.080750
Cambrian Park,CA,37.256890,-121.930790
Cameron Park,CA,38.668790,-120.987160
Camino,CA,38.738240,-120.674930
Camp Meeker,CA,38.425190,-122.959440
Camp Pendleton North,CA,33.314650,-117.316030
Camp Pendleton South,CA,33.228440,-117.379290
Campbell,CA,37.287170,-121.949960
Campo,CA,32.606450,-116.468910
Canoga Park,CA,34.201120,-118.598140
Canyon Country,CA,34.423330,-118.472030
Canyon Lake,CA,33.685020,-117.273090
Capitola,CA,36.975230,-121.953290
Carlsbad,CA,33.158090,-117.350590
Carmel Valley Village,CA,36.506050,-121.765940
Carmel-by-the-Sea,CA,36.555240,-121.923290
Carmichael,CA,38.617130,-121.328280
Carpinteria,CA,34.398880,-119.518460
Carson,CA,33.831410,-118.282020
Caruthers,CA,36.542730,-119.833200
Casa Conejo,CA,34.183620,-118.943430
Casa de Oro-Mount Helix,CA,32.763970,-116.968770
Castaic,CA,34.488880,-118.622870
Castro Valley,CA,37.694100,-122.086350
Castroville,CA,36.765790,-121.758000
Cathedral City,CA,33.779740,-116.465290
Cayucos,CA,35.442750,-120.892130
Cedar Ridge,CA,38.065760,-120.276860
Central Valley (historical),CA,40.680430,-122.371120
Century City,CA,34.055570,-118.417860
Ceres,CA,37.594930,-120.957710
Cerritos,CA,33.858350,-118.064790
Challenge-Brownsville,CA,39.464470,-121.263380
Channel Islands Beach,CA,34.158060,-119.223160
Charter Oak,CA,34.103060,-117.845890
Chatsworth,CA,34.257230,-118.601200
Cherry Valley,CA,33.972520,-116.977250
Cherryland,CA,37.679380,-122.103300
Chester,CA,40.306270,-121.231910
Chico,CA,39.728490,-121.837480
China Lake Acres,CA,35.640510,-117.763950
Chinatown,CA,37.796600,-122.408580
Chino,CA,34.012230,-117.688940
Chino Hills,CA,33.993800,-117.758880
Chowchilla,CA,37.123000,-120.260180
Chualar,CA,36.570520,-121.518550
Chula Vista,CA,32.640050,-117.084200
Citrus,CA,34.115010,-117.891730
Citrus Heights,CA,38.707120,-121.281060
Claremont,CA,34.096680,-117.719780
Clay,CA,38.336020,-121.159390
Clayton,CA,37.941030,-121.935790
Clear Lake Riviera,CA,38.954060,-122.720820
Clearlake,CA,38.958230,-122.626370
Clearlake Oaks,CA,39.026280,-122.671930
Cloverdale,CA,38.805460,-123.017220
Clovis,CA,36.825230,-119.702920
Coachella,CA,33.680300,-116.173890
Coalinga,CA,36.139680,-120.360150
Coarsegold,CA,37.262170,-119.700980
Cobb,CA,38.822130,-122.723050
Colfax,CA,39.100730,-120.953280
Collierville,CA,38.214640,-121.268840
Colma,CA,37.676880,-122.459690
Colton,CA,34.073900,-117.313650
Columbia,CA,38.036310,-120.401310
Colusa,CA,39.214330,-122.009420
Commerce,CA,34.000570,-118.159790
Communications Hill,CA,37.289000,-121.855100
Compton,CA,33.895850,-118.220070
Concord,CA,37.977980,-122.031070
Contra Costa Centre,CA,37.927520,-122.057860
Cool,CA,38.887220,-121.014720
Copperopolis,CA,37.981040,-120.641870
Corcoran,CA,36.098010,-119.560400
Corning,CA,39.927660,-122.179160
Corona,CA,33.875290,-117.566440
Coronado,CA,32.685890,-117.183090
Corralitos,CA,36.988560,-121.806340
Corte Madera,CA,37.925480,-122.527480
Costa Mesa,CA,33.641130,-117.918670
Cotati,CA,38.326860,-122.707210
Coto De Caza,CA,33.604190,-117.586990
Cottonwood,CA,38.658240,-121.971080
Country Club,CA,37.968810,-121.340780
Covelo,CA,39.793270,-123.249220
Covina,CA,34.090010,-117.890340
Crescent City,CA,41.755950,-124.201750
Crest,CA,32.807270,-116.868080
Crestline,CA,34.241950,-117.285600
Crockett,CA,38.052420,-122.213020
Cudahy,CA,33.960570,-118.185350
Culver City,CA,34.021120,-118.396470
Cupertino,CA,37.323000,-122.032180
Cutler,CA,36.523280,-119.286780
Cutten,CA,40.769850,-124.142840
Cypress,CA,33.816960,-118.037290
Cypress Village,CA,33.687870,-117.759160
Daly City,CA,37.705770,-122.461920
Dana Point,CA,33.466970,-117.698110
Danville,CA,37.821590,-121.999960
Davis,CA,38.544910,-121.740520
Day Valley,CA,37.035780,-121.862460
Death Valley,CA,36.239620,-116.811330
Deer Park,CA,38.681850,-120.823270
Del Aire,CA,33.916130,-118.369520
Del Mar,CA,32.959490,-117.265310
Del Monte Forest,CA,36.586350,-121.947460
Del Rey,CA,36.659120,-119.593740
Del Rey Oaks,CA,36.593290,-121.834950
Del Rio,CA,37.743540,-121.011880
Delano,CA,35.768840,-119.247050
Delhi,CA,37.432160,-120.778540
Denair,CA,37.526320,-120.796870
Descanso,CA,32.852830,-116.615850
Desert Edge,CA,33.924170,-116.441390
Desert Hot Springs,CA,33.961730,-116.503530
Desert Shores,CA,33.404200,-116.039720
Desert View Highlands,CA,34.590820,-118.152570
Diablo,CA,37.834930,-121.958010
Diamond Bar,CA,34.028620,-117.810340
Diamond Springs,CA,38.694630,-120.814940
Dinuba,CA,36.543280,-119.387070
Discovery Bay,CA,37.908540,-121.600230
Dixon,CA,38.445460,-121.823300
Dixon Lane-Meadow Creek,CA,37.386390,-118.415270
Dogtown,CA,38.213810,-121.088550
Dollar Point,CA,39.187960,-120.099910
Dos Palos,CA,36.986060,-120.626570
Downey,CA,33.940010,-118.132570
Downieville,CA,39.559340,-120.826890
Duarte,CA,34.139450,-117.977290
Dublin,CA,37.702150,-121.935790
Dunnigan,CA,38.885180,-121.969690
Dunsmuir,CA,41.208210,-122.271950
Durham,CA,39.646270,-121.799980
Earlimart,CA,35.884120,-119.272330
East Foothills,CA,37.381050,-121.817450
East Hemet,CA,33.740020,-116.938910
East La Mirada,CA,33.924460,-117.988950
East Los Angeles,CA,34.023900,-118.172020
East Oakdale,CA,37.787980,-120.803820
East Palo Alto,CA,37.468830,-122.141080
East Pasadena,CA,34.138140,-118.073840
East Porterville,CA,36.057450,-118.975660
East Quincy,CA,39.934060,-120.898010
East Rancho Dominguez,CA,33.898070,-118.195350
East Richmond Heights,CA,37.944920,-122.313580
East San Gabriel,CA,34.113000,-118.085000
East Sonora,CA,37.977700,-120.361300
Easton,CA,36.650230,-119.790700
Eastvale,CA,33.963580,-117.564180
Echo Park,CA,34.078080,-118.260660
Edwards Air Force Base,CA,34.916370,-117.935350
El Cajon,CA,32.794770,-116.962530
El Camino Real,CA,33.696620,-117.776680
El Centro,CA,32.792000,-115.563050
El Cerrito,CA,37.915760,-122.311640
El Cerrito Corona,CA,33.840570,-117.522830
El Dorado Hills,CA,38.685740,-121.082170
El Granada,CA,37.502720,-122.469420
El Monte,CA,34.068620,-118.027570
El Rio,CA,34.235780,-119.163830
El Segundo,CA,33.919180,-118.416470
El Sobrante,CA,37.977150,-122.295250
El Verano,CA,38.297690,-122.491650
Eldridge,CA,38.348800,-122.510810
Elk Grove,CA,38.408800,-121.371620
Elkhorn,CA,36.824400,-121.740500
Elverta,CA,38.713790,-121.462730
Emerald Lake Hills,CA,37.464660,-122.268020
Emeryville,CA,37.831320,-122.285250
Empire,CA,37.638260,-120.902150
Encinitas,CA,33.036990,-117.291980
Encino,CA,34.159170,-118.501190
Escalon,CA,37.797810,-120.997920
Escondido,CA,33.119210,-117.086420
Esparto,CA,38.692130,-122.017190
Eucalyptus Hills,CA,32.879770,-116.946690
Eureka,CA,40.802070,-124.163670
Exeter,CA,36.296060,-119.142050
Fair Oaks,CA,38.644630,-121.272170
Fairbanks Ranch,CA,32.993930,-117.187260
Fairfax,CA,37.987150,-122.588870
Fairfield,CA,38.249360,-122.039970
Fairmead,CA,37.076330,-120.192950
Fairview,CA,37.678540,-122.045800
Fallbrook,CA,33.376420,-117.251150
Farmersville,CA,36.297730,-119.206780
Felton,CA,37.051340,-122.073300
Ferndale,CA,40.576240,-124.263940
Fetters Hot Springs-Agua Caliente,CA,38.321400,-122.486820
Fillmore,CA,34.399160,-118.918150
Firebaugh,CA,36.858840,-120.456010
Florence-Graham,CA,33.967720,-118.244380
Florin,CA,38.496020,-121.408840
Folsom,CA,38.677960,-121.176060
Fontana,CA,34.092230,-117.435050
Foothill Farms,CA,38.678770,-121.351140
Foothill Ranch,CA,33.686410,-117.660880
Ford City,CA,35.154410,-119.456230
Forest Meadows,CA,38.168510,-120.406590
Forest Ranch,CA,39.882110,-121.672750
Foresthill,CA,39.020180,-120.817990
Forestville,CA,38.473520,-122.890270
Fort Bragg,CA,39.445720,-123.805290
Fort Dick,CA,41.867890,-124.148970
Fort Irwin,CA,35.262750,-116.684750
Fortuna,CA,40.598190,-124.157280
Foster City,CA,37.558550,-122.271080
Fountain Valley,CA,33.709180,-117.953670
Fowler,CA,36.630510,-119.678470
Frazier Park,CA,34.822760,-118.944820
Freedom,CA,36.935230,-121.773010
Fremont,CA,37.548270,-121.988570
French Camp,CA,37.884090,-121.271060
Fresno,CA,36.747730,-119.772370
Fruitridge Pocket,CA,38.532650,-121.455810
Fullerton,CA,33.870290,-117.925340
Galt,CA,38.254640,-121.299950
Garden Acres,CA,37.963810,-121.229390
Garden Grove,CA,33.773910,-117.941450
Gardena,CA,33.888350,-118.308960
Garnet,CA,33.927000,-116.477000
Georgetown,CA,38.906840,-120.838550
Gerber,CA,40.056270,-122.150270
Gilroy,CA,37.005780,-121.568280
Glen Avon,CA,34.011680,-117.484770
Glendale,CA,34.142510,-118.255080
Glendora,CA,34.136120,-117.865340
Gold River,CA,38.626290,-121.246620
Golden Hills,CA,35.142470,-118.490360
Goleta,CA,34.435830,-119.827640
Gonzales,CA,36.506630,-121.444380
Good Hope,CA,33.764740,-117.266980
Goshen,CA,36.351060,-119.420120
Grand Terrace,CA,34.033900,-117.313650
Granite Bay,CA,38.763230,-121.163840
Granite Hills,CA,32.803110,-116.904750
Grass Valley,CA,39.219060,-121.061060
Graton,CA,38.436300,-122.869720
Green Acres,CA,33.738080,-117.076420
Green Valley,CA,38.252970,-122.162190
Greenacres,CA,35.383290,-119.109830
Greenfield,CA,36.320800,-121.243810
Greenville,CA,40.139610,-120.951070
Gridley,CA,39.363780,-121.693580
Grover Beach,CA,35.121640,-120.621280
Guadalupe,CA,34.971640,-120.571840
Guerneville,CA,38.501860,-122.996110
Gustine,CA,37.257720,-120.998820
Hacienda Heights,CA,33.993070,-117.968680
Half Moon Bay,CA,37.463550,-122.428590
Hamilton City,CA,39.742660,-122.013590
Hanford,CA,36.327450,-119.645680
Happy Camp,CA,41.792750,-123.380800
Harbison Canyon,CA,32.820330,-116.830020
Hartley,CA,38.417130,-121.946910
Hawaiian Gardens,CA,33.831400,-118.072840
Hawthorne,CA,33.916400,-118.352570
Hayfork,CA,40.554310,-123.183080
Hayward,CA,37.668820,-122.080800
Healdsburg,CA,38.610470,-122.869160
Heber,CA,32.730890,-115.529720
Hemet,CA,33.747610,-116.973070
Herald,CA,38.295750,-121.244390
Hercules,CA,38.017140,-122.288580
Hermosa Beach,CA,33.862240,-118.399520
Hesperia,CA,34.426390,-117.300880
Hidden Hills,CA,34.160280,-118.652310
Hidden Meadows,CA,33.225310,-117.112530
Hidden Valley Lake,CA,38.807960,-122.558320
Highgrove,CA,34.015850,-117.333380
Highland,CA,34.128340,-117.208650
Highlands-Baywood Park,CA,37.522720,-122.345060
Hillsborough,CA,37.574100,-122.379420
Hilmar-Irwin,CA,37.404540,-120.850420
Hollister,CA,36.852450,-121.401600
Hollywood,CA,34.098340,-118.326740
Holtville,CA,32.811160,-115.380260
Home Garden,CA,36.303280,-119.636240
Home Gardens,CA,33.878070,-117.520880
Homeland,CA,33.743080,-117.109200
Hughson,CA,37.596880,-120.866040
Humboldt Hill,CA,40.725960,-124.189780
Huntington Beach,CA,33.660300,-117.999230
Huntington Park,CA,33.981680,-118.225070
Huron,CA,36.202730,-120.102920
Hydesville,CA,40.547630,-124.097270
Idyllwild,CA,33.740020,-116.718910
Idyllwild-Pine Cove,CA,33.744290,-116.725870
Imperial,CA,32.847550,-115.569440
Imperial Beach,CA,32.583940,-117.113080
Indian Wells,CA,33.717910,-116.343110
Indio,CA,33.720700,-116.216770
Inglewood,CA,33.961680,-118.353130
Interlaken,CA,36.951340,-121.733840
Inverness,CA,38.101030,-122.856940
Inyokern,CA,35.646900,-117.812570
Ione,CA,38.352690,-120.932720
Irvine,CA,33.669460,-117.823110
Irvine Health and Science Complex,CA,33.658030,-117.765250
Irwindale,CA,34.106950,-117.935340
Isla Vista,CA,34.413330,-119.860970
Ivanhoe,CA,36.387170,-119.217890
Jackson,CA,38.348800,-120.774100
Jamestown,CA,37.953260,-120.422700
Jamul,CA,32.717000,-116.876130
Janesville,CA,40.296560,-120.524110
Johnstonville,CA,40.384340,-120.587450
Joshua Tree,CA,34.134730,-116.313070
Julian,CA,33.078660,-116.601960
Jurupa Valley,CA,33.992510,-117.516440
Kelseyville,CA,38.977950,-122.839440
Kennedy,CA,37.929920,-121.252720
Kensington,CA,37.910480,-122.280250
Kentfield,CA,37.952150,-122.557200
Kenwood,CA,38.413800,-122.546090
Kerman,CA,36.723560,-120.059880
Kernville,CA,35.754670,-118.425360
Kettleman City,CA,36.008290,-119.961800
Keyes,CA,37.556600,-120.915490
King City,CA,36.212740,-121.126030
Kings Beach,CA,39.237680,-120.026580
Kingsburg,CA,36.513840,-119.554020
Knightsen,CA,37.968810,-121.668010
Koreatown,CA,34.057790,-118.300910
La Cañada Flintridge,CA,34.199170,-118.187850
La Crescenta-Montrose,CA,34.232160,-118.235290
La Habra,CA,33.931960,-117.946170
La Habra Heights,CA,33.960850,-117.950620
La Jolla,CA,32.847270,-117.274200
La Mesa,CA,32.767830,-117.023080
